timestamp,entry_flag,id,total,question,final_similar_question,expected_tag,predicted_tag,tag_match,expected_answer,predicted_answer,answer_match_text,answer_match,probability,time_taken_s,similar_question_tag
2026-01-26 17:16:20,,1,8720,পোস্টাল ভোট দেওয়ার জন্য কোন ধরনের জাতীয় পরিচয়পত্র (NID) গ্রহণযোগ্য?,পোস্টাল ভোট দিতে হলে কোন ধরনের জাতীয় পরিচয়পত্র গ্রহণযোগ্য,accepted_nid_types,accepted_nid_types,True,"সকল ধরনের জাতীয় পরিচয়পত্র গ্রহণযোগ্য, যেমন- স্মার্ট কার্ড বা ল্যামিনেটেড NID কার্ড।","সকল ধরনের জাতীয় পরিচয়পত্র গ্রহণযোগ্য, যেমন- স্মার্ট কার্ড বা ল্যামিনেটেড NID কার্ড।",আপনার সমস্যাটি সমাধানে আর কোনো তথ্যের প্রয়োজন রয়েছে কি?,False,0.9912028908729553,0.40200114250183105,accepted_nid_types
2026-01-26 17:16:24,,2,8720,ডাকযোগে ভোট দিতে কোন কোন ফরম্যাটের এনআইডি কার্ড বৈধ ধরা হয়?,ডাকের মাধ্যমে ভোট দিতে কোন কোন এনআইডি কার্ড অনুমোদিত,accepted_nid_types,accepted_nid_types,True,"সকল ধরনের জাতীয় পরিচয়পত্র গ্রহণযোগ্য, যেমন- স্মার্ট কার্ড বা ল্যামিনেটেড NID কার্ড।","সকল ধরনের জাতীয় পরিচয়পত্র গ্রহণযোগ্য, যেমন- স্মার্ট কার্ড বা ল্যামিনেটেড NID কার্ড।",আপনার সমস্যাটি সমাধানে আর কোনো তথ্যের প্রয়োজন রয়েছে কি?,False,0.9772695899009705,4.3916566371917725,accepted_nid_types
2026-01-26 17:16:25,,3,8720,পোস্টাল ব্যালটে ভোট দিতে কী কী ধরনের NID কার্ড চলে?,পোস্টাল ব্যালটে ভোট দেওয়ার ক্ষেত্রে nid কার্ডের কোন ধরনের গ্রহণযোগ্য,accepted_nid_types,accepted_nid_types,True,"সকল ধরনের জাতীয় পরিচয়পত্র গ্রহণযোগ্য, যেমন- স্মার্ট কার্ড বা ল্যামিনেটেড NID কার্ড।","সকল ধরনের জাতীয় পরিচয়পত্র গ্রহণযোগ্য, যেমন- স্মার্ট কার্ড বা ল্যামিনেটেড NID কার্ড।",আপনার সমস্যাটি সমাধানে আর কোনো তথ্যের প্রয়োজন রয়েছে কি?,False,0.9817638397216797,0.3793318271636963,accepted_nid_types
2026-01-26 17:16:26,,4,8720,ডাকের মাধ্যমে ভোটদানে কোন এনআইডি কার্ড দেখালে গ্রহণ করা হবে?,ডাকের মাধ্যমে ভোট দিতে কোন কোন এনআইডি কার্ড অনুমোদিত,accepted_nid_types,accepted_nid_types,True,"সকল ধরনের জাতীয় পরিচয়পত্র গ্রহণযোগ্য, যেমন- স্মার্ট কার্ড বা ল্যামিনেটেড NID কার্ড।","সকল ধরনের জাতীয় পরিচয়পত্র গ্রহণযোগ্য, যেমন- স্মার্ট কার্ড বা ল্যামিনেটেড NID কার্ড।",আপনার সমস্যাটি সমাধানে আর কোনো তথ্যের প্রয়োজন রয়েছে কি?,False,0.9846084117889404,0.40873122215270996,accepted_nid_types
2026-01-26 17:16:26,,5,8720,পোস্টাল ভোটের ক্ষেত্রে কোন ধরণের জাতীয় পরিচয়পত্র মেনে নেওয়া হয়?,পোস্টাল ভোটের ক্ষেত্রে কোন ধরণের জাতীয় পরিচয়পত্র দেখালে গ্রহণ করা হয়,accepted_nid_types,accepted_nid_types,True,"সকল ধরনের জাতীয় পরিচয়পত্র গ্রহণযোগ্য, যেমন- স্মার্ট কার্ড বা ল্যামিনেটেড NID কার্ড।","সকল ধরনের জাতীয় পরিচয়পত্র গ্রহণযোগ্য, যেমন- স্মার্ট কার্ড বা ল্যামিনেটেড NID কার্ড।",আপনার সমস্যাটি সমাধানে আর কোনো তথ্যের প্রয়োজন রয়েছে কি?,False,0.9949263334274292,0.4218742847442627,accepted_nid_types
2026-01-26 17:16:27,,6,8720,ডাক ভোট দেওয়ার সময় কোন ধরনের NID গ্রহণ করা হয়?,ডাক ভোট দিতে গিয়ে এনআইডির ধরনে কোনো পার্থক্য ধরা হয় কি,accepted_nid_types,accepted_nid_types,True,"সকল ধরনের জাতীয় পরিচয়পত্র গ্রহণযোগ্য, যেমন- স্মার্ট কার্ড বা ল্যামিনেটেড NID কার্ড।","সকল ধরনের জাতীয় পরিচয়পত্র গ্রহণযোগ্য, যেমন- স্মার্ট কার্ড বা ল্যামিনেটেড NID কার্ড।",আপনার সমস্যাটি সমাধানে আর কোনো তথ্যের প্রয়োজন রয়েছে কি?,False,0.9657159447669983,0.3948087692260742,
2026-01-26 17:16:27,,7,8720,পোস্টাল ব্যালট ব্যবহারের জন্য কোন NID কার্ডগুলো স্বীকৃত?,পোস্টাল ব্যালটে ভোট দেওয়ার ক্ষেত্রে nid কার্ডের কোন ধরনের গ্রহণযোগ্য,accepted_nid_types,accepted_nid_types,True,"সকল ধরনের জাতীয় পরিচয়পত্র গ্রহণযোগ্য, যেমন- স্মার্ট কার্ড বা ল্যামিনেটেড NID কার্ড।","সকল ধরনের জাতীয় পরিচয়পত্র গ্রহণযোগ্য, যেমন- স্মার্ট কার্ড বা ল্যামিনেটেড NID কার্ড।",আপনার সমস্যাটি সমাধানে আর কোনো তথ্যের প্রয়োজন রয়েছে কি?,False,0.9683904051780701,0.3975846767425537,accepted_nid_types
2026-01-26 17:16:28,,8,8720,ডাকযোগে ভোটের জন্য NID কার্ডের কোন সংস্করণ/প্রকার দরকার?,ডাকযোগে ভোটের জন্য কী ধরনের nid কার্ড লাগবে,accepted_nid_types,accepted_nid_types,True,"সকল ধরনের জাতীয় পরিচয়পত্র গ্রহণযোগ্য, যেমন- স্মার্ট কার্ড বা ল্যামিনেটেড NID কার্ড।","সকল ধরনের জাতীয় পরিচয়পত্র গ্রহণযোগ্য, যেমন- স্মার্ট কার্ড বা ল্যামিনেটেড NID কার্ড।",আপনার সমস্যাটি সমাধানে আর কোনো তথ্যের প্রয়োজন রয়েছে কি?,False,0.9824656844139099,0.4273257255554199,accepted_nid_types
2026-01-26 17:16:29,,9,8720,পোস্টাল ভোটে স্মার্ট কার্ড ও ল্যামিনেটেড NID—দুটোই কি গ্রহণযোগ্য?,পোস্টাল ভোটে nid হিসেবে স্মার্ট এবং ল্যামিনেটেড—দুইটাই কি গ্রহণযোগ্য,accepted_nid_types,accepted_nid_types,True,"সকল ধরনের জাতীয় পরিচয়পত্র গ্রহণযোগ্য, যেমন- স্মার্ট কার্ড বা ল্যামিনেটেড NID কার্ড।","সকল ধরনের জাতীয় পরিচয়পত্র গ্রহণযোগ্য, যেমন- স্মার্ট কার্ড বা ল্যামিনেটেড NID কার্ড।",আপনার সমস্যাটি সমাধানে আর কোনো তথ্যের প্রয়োজন রয়েছে কি?,False,0.9785377383232117,0.4349069595336914,accepted_nid_types
2026-01-26 17:16:30,,10,8720,ডাকের ভোটে কোন কোন রূপের জাতীয় পরিচয়পত্র বৈধ?,ডাকের ভোটে কোন কোন জাতীয় পরিচয়পত্র কার্ড বৈধ হিসেবে গৃহীত হয়,accepted_nid_types,accepted_nid_types,True,"সকল ধরনের জাতীয় পরিচয়পত্র গ্রহণযোগ্য, যেমন- স্মার্ট কার্ড বা ল্যামিনেটেড NID কার্ড।","সকল ধরনের জাতীয় পরিচয়পত্র গ্রহণযোগ্য, যেমন- স্মার্ট কার্ড বা ল্যামিনেটেড NID কার্ড।",আপনার সমস্যাটি সমাধানে আর কোনো তথ্যের প্রয়োজন রয়েছে কি?,False,0.9829556941986084,0.3935666084289551,
